id,announcement_id,exchange,ticker,published_at,doc_type,issuer_price_sensitive_flag,label_materiality,label_categories,label_evidence_span,label_rationale,slice_tag,difficulty,labelled_at,labeller,pass_number,headline,native_doc_type,char_count,truncated,source_url
21,9cada9b5108c3bba6eb72183bf64fc9ed4a526db1e8a6188c960fc13d4fe01b5,EDGAR,BAC,2026-07-31T15:47:01+00:00,capital_raise,,,,,,,,,,,FWP,FWP,5063,false,https://www.sec.gov/Archives/edgar/data/70858/000191870426022083/bofa-bac_fwp.htm
22,29bc263c092aec34d3c65a839a895445726e5aed2f7e616f94b92a496f7c970c,EDGAR,XOM,2026-07-31T10:31:39+00:00,operational_incident,,,,,,,,,,,FORM 8-K,"8-K [2.02,7.01]",3793,false,https://www.sec.gov/Archives/edgar/data/2115436/000211543626000006/xom-20260731.htm
23,6c9efacfad09155c7ca35f109d1eb65d1c3efcadfa8eb4c74a8c14248ea84886,EDGAR,AAPL,2026-07-31T10:01:02+00:00,earnings_result,,,,,,,,,,,10-Q,10-Q,59999,true,https://www.sec.gov/Archives/edgar/data/320193/000032019326000020/aapl-20260627.htm
24,71d955c5fb403527049cc610b8eba7cbddeb073cdad390d223476981191ed367,EDGAR,JPM,2026-07-31T00:29:46+00:00,capital_raise,,,,,,,,,,,FACT SHEET,FWP,10781,false,https://www.sec.gov/Archives/edgar/data/19617/000121390026083520/ea0299986-01_fwp.htm
25,fba67f9c0e5e9dc984ebf9345581e126199fa53dd12a72d2782a509686dec57d,EDGAR,JPM,2026-07-31T00:26:37+00:00,capital_raise,,,,,,,,,,,FACT SHEET,FWP,9414,false,https://www.sec.gov/Archives/edgar/data/19617/000121390026083516/ea0299874-01_fwp.htm
26,5c12332e578b4b24da2025f03dee8363d1295126ec8c2f491e42dfbdbf6ebefe,EDGAR,JPM,2026-07-31T00:21:40+00:00,capital_raise,,,,,,,,,,,FACT SHEET,FWP,10232,false,https://www.sec.gov/Archives/edgar/data/19617/000121390026083511/ea0299982-01_fwp.htm
27,637053b46bdfd851a2f21d25932890fc980389b41b08ba5ca55e8764f0792055,EDGAR,JPM,2026-07-31T00:18:45+00:00,capital_raise,,,,,,,,,,,FACT SHEET,FWP,7329,false,https://www.sec.gov/Archives/edgar/data/19617/000121390026083509/ea0299973-01_fwp.htm
28,3fce04de6cf29be91d21007e9876a26b3314b58eff574e0d3a8415d5b9a0a1b9,EDGAR,AMZN,2026-07-30T22:11:13+00:00,earnings_result,,,,,,,,,,,10-Q,10-Q,60000,true,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000026/amzn-20260630.htm
29,0bd776cd363625e4c2181b5fefad5978f0c508ab624ca9458ff7029756e7c6c3,EDGAR,JPM,2026-07-30T22:09:17+00:00,capital_raise,,,,,,,,,,,FACT SHEET,FWP,10594,false,https://www.sec.gov/Archives/edgar/data/19617/000121390026083448/ea0299961-01_fwp.htm
30,a2e676c06dffece5a17438ceed44d350779691755e137923fe2d32daffd41e29,EDGAR,GOOGL,2026-07-30T20:40:59+00:00,director_dealing,,,,,,,,,,,4,4,5238,false,https://www.sec.gov/Archives/edgar/data/1652044/000119312526326284/xslF345X06/ownership.xml
31,9cbe615dcbfa778ea94326389ff6bc678a340b65de8bddcd0367f78e49ce77c9,EDGAR,AAPL,2026-07-30T20:30:28+00:00,operational_incident,,,,,,,,,,,8-K,"8-K [2.02,9.01]",3993,false,https://www.sec.gov/Archives/edgar/data/320193/000032019326000018/aapl-20260730.htm
32,194e967cbd3dc5767b79e096f3f798c5b65beaa238b47a95226f2c574b02b595,EDGAR,GOOGL,2026-07-30T20:14:35+00:00,director_dealing,,,,,,,,,,,144 filing,144,4073,false,https://www.sec.gov/Archives/edgar/data/1652044/000192109426000772/xsl144X01/primary_doc.xml
33,fee9fdb89fb604ef63520f3fc7e681b2f9072be50e21dfec0f1a1c767257adbf,EDGAR,AMZN,2026-07-30T20:06:23+00:00,operational_incident,,,,,,,,,,,8-K,"8-K [2.02,9.01]",4614,false,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000024/amzn-20260730.htm
34,a8139663906558c2b4dc883e18f628bfb451785ed1d13dc7e2b5d45f824f16bf,EDGAR,NFLX,2026-07-30T20:05:50+00:00,operational_incident,,,,,,,,,,,8-K,8-K [5.02],2948,false,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000214/nflx-20260726.htm
35,c418f500c4fae4eabd4fb3768830048d6cc7d176786ddce61632ff2cb835a1cb,EDGAR,BAC,2026-07-30T16:39:09+00:00,capital_raise,,,,,,,,,,,FWP,FWP,10063,false,https://www.sec.gov/Archives/edgar/data/70858/000191870426021743/formfwp-bac.htm
36,eb837ffd1d361523eeabb0bb911f5dfefc949aa0389ae24e254483fb791d0901,EDGAR,KO,2026-07-30T15:51:14+00:00,director_dealing,,,,,,,,,,,PRIMARY DOCUMENT,4,6091,false,https://www.sec.gov/Archives/edgar/data/21344/000002134426000156/xslF345X06/form4.xml
37,37efb532a1609429a393042197e0e14682d76ae4017d96daa8f4d1796ae9becb,EDGAR,GOOGL,2026-07-29T23:28:13+00:00,director_dealing,,,,,,,,,,,4 filing,4,10574,false,https://www.sec.gov/Archives/edgar/data/1652044/000116840426000041/xslF345X06/form4-07292026_110704.xml
38,a8b614c0ba12d013dde4c84a38b1f473b6d45b9f1fd46d419edb823f58880968,EDGAR,META,2026-07-29T22:58:51+00:00,earnings_result,,,,,,,,,,,10-Q,10-Q,59999,true,https://www.sec.gov/Archives/edgar/data/1326801/000162828026050705/meta-20260630.htm
39,5f0d970223b618e321f62d1e6439ccb2ffd035eb249383b418e5ae0f34c7afe9,EDGAR,JPM,2026-07-29T22:41:51+00:00,capital_raise,,,,,,,,,,,FORM 424B3,424B3,13119,false,https://www.sec.gov/Archives/edgar/data/19617/000121390026082952/ea0299728-01_424b3.htm
40,aa30f60eabd68077fd5c23b7dc205d3a3decea1952777c0557c32175f469f4b6,EDGAR,META,2026-07-29T22:17:17+00:00,director_dealing,,,,,,,,,,,FORM 4,4,4776,false,https://www.sec.gov/Archives/edgar/data/1326801/000095010326011342/xslF345X06/ownership.xml
41,8663d24deee53bc977759babec2c3160323f3c0d254ed67248bcb0f102455bd6,EDGAR,GOOGL,2026-07-29T21:58:39+00:00,director_dealing,,,,,,,,,,,4,4,7224,false,https://www.sec.gov/Archives/edgar/data/1652044/000119312526324312/xslF345X06/ownership.xml
42,45dc99822e2c868c0edb330a3a3be30c91016f0cd7aec047f6ff6d53d5e0ccb3,EDGAR,JPM,2026-07-29T21:36:36+00:00,capital_raise,,,,,,,,,,,FORM 424B3,424B3,11621,false,https://www.sec.gov/Archives/edgar/data/19617/000121390026082927/ea0299726-01_424b3.htm
43,ca7754997845cf3a2343394b36e17a1add901bfb76428e1e6a44ba9ba57c9a8f,EDGAR,JPM,2026-07-29T21:30:06+00:00,capital_raise,,,,,,,,,,,FORM 424B3,424B3,14072,false,https://www.sec.gov/Archives/edgar/data/19617/000121390026082919/ea0299720-01_424b3.htm
44,87bd9218c077c38b20fe749ed751be4c12d1b1087fcf1aecfec2a2cdb67bd0d5,EDGAR,JPM,2026-07-29T20:27:13+00:00,capital_raise,,,,,,,,,,,FORM 424B3,424B3,12710,false,https://www.sec.gov/Archives/edgar/data/19617/000191870426021600/form424b3.htm
45,c648a516b20b234911b98392ecdce9637eb15b862b99334c83f9ffb0972965ab,EDGAR,JPM,2026-07-29T20:25:58+00:00,capital_raise,,,,,,,,,,,FORM 424B3,424B3,13428,false,https://www.sec.gov/Archives/edgar/data/19617/000191870426021599/form424b3.htm
46,8ca4b08494fcb637604553683da818a69cc09d83b6d51b8076de35bd479d0b5d,EDGAR,JPM,2026-07-29T20:25:51+00:00,capital_raise,,,,,,,,,,,FORM 424B3,424B3,13126,false,https://www.sec.gov/Archives/edgar/data/19617/000191870426021598/form424b3.htm
47,757debdc499d4a791eaddbfc4f366b514675206ad38e387aeb817faa3154b167,EDGAR,JPM,2026-07-29T20:25:02+00:00,capital_raise,,,,,,,,,,,FORM 424B3,424B3,13144,false,https://www.sec.gov/Archives/edgar/data/19617/000191870426021597/form424b3.htm
48,735a299f6c9f2682f1bc58fcbbd2c98aabe87db7c9bf5fd14fec87573c0b039f,EDGAR,JPM,2026-07-29T20:24:57+00:00,capital_raise,,,,,,,,,,,FORM 424B3,424B3,13235,false,https://www.sec.gov/Archives/edgar/data/19617/000191870426021596/form424b3.htm
49,c8fe8fd26daf3238654807a41c097540f6818b1dbe48d2d0a6615d0d78de97c7,EDGAR,JPM,2026-07-29T20:24:46+00:00,capital_raise,,,,,,,,,,,FORM 424B3,424B3,13650,false,https://www.sec.gov/Archives/edgar/data/19617/000191870426021595/form424b3.htm
50,27d2fc79c22502632877f080b2f073dac773db665eb1334089da7ee2c8aeccbc,EDGAR,JPM,2026-07-29T20:23:51+00:00,capital_raise,,,,,,,,,,,FORM 424B3,424B3,12951,false,https://www.sec.gov/Archives/edgar/data/19617/000191870426021594/form424b3.htm
51,38f3b0688528c2b05b45d5ecf46e2b6f7d0ae8665fab480609a5a4a78a759751,EDGAR,GOOGL,2026-07-29T20:20:51+00:00,director_dealing,,,,,,,,,,,144 filing,144,3888,false,https://www.sec.gov/Archives/edgar/data/1652044/000195004726007407/xsl144X01/primary_doc.xml
52,b87de3ddcc69ae7cbdba4db537da4154f81e47c0d7dc2b36fcb8d40ec809a2db,EDGAR,KO,2026-07-29T20:20:02+00:00,director_dealing,,,,,,,,,,,144 filing,144,4212,false,https://www.sec.gov/Archives/edgar/data/21344/000195004726007403/xsl144X01/primary_doc.xml
53,96aaf7a9e9341657cee5076acb59b424477f4a358589df4acee2cb36ef28c12e,EDGAR,META,2026-07-29T20:03:23+00:00,operational_incident,,,,,,,,,,,8-K,"8-K [2.02,9.01]",3969,false,https://www.sec.gov/Archives/edgar/data/1326801/000162828026050596/meta-20260729.htm
54,454ed21ba15d990a6597be83949fff32782c5192fab638bcd8cc2c33710c3452,EDGAR,KO,2026-07-29T18:04:37+00:00,earnings_result,,,,,,,,,,,10-Q,10-Q,60000,true,https://www.sec.gov/Archives/edgar/data/21344/000162828026050503/ko-20260703.htm
55,3470120cf09e062c5cb474d92179280ae43010f6a879cba248f1be93e7ebd3e1,EDGAR,JNJ,2026-07-29T17:25:05+00:00,operational_incident,,,,,,,,,,,8-K,"8-K [7.01,9.01]",9849,false,https://www.sec.gov/Archives/edgar/data/200406/000020040626000163/jnj-20260729.htm
56,8ccecd23a335e5ea7d247cac5e9eefd4f7407a99036a7834a478eda174f134df,EDGAR,MSFT,2026-07-29T16:08:01+00:00,earnings_result,,,,,,,,,,,10-K,10-K,60000,true,https://www.sec.gov/Archives/edgar/data/789019/000119312526323660/msft-20260630.htm
57,8448fa734aeaff1837e9b5173d07cf3118feed41291f0bb2fd74ac7e797e0e39,EDGAR,MSFT,2026-07-29T16:04:53+00:00,operational_incident,,,,,,,,,,,8-K,"8-K [2.02,9.01]",3611,false,https://www.sec.gov/Archives/edgar/data/789019/000119312526323632/msft-20260729.htm
58,bd00b20c4bbacfa6e56d91534d930b5e40d673d7930922d635487eed4b72b831,EDGAR,KO,2026-07-29T15:32:22+00:00,director_dealing,,,,,,,,,,,PRIMARY DOCUMENT,4,5623,false,https://www.sec.gov/Archives/edgar/data/21344/000002134426000154/xslF345X06/form4.xml
59,5c1df37621c8f3f026d0d0a3c0392a2ec6158c18cd8431619b45859cf37211d1,EDGAR,PG,2026-07-29T10:38:23+00:00,operational_incident,,,,,,,,,,,8-K,"8-K [7.01,9.01]",5031,false,https://www.sec.gov/Archives/edgar/data/80424/000008042426000097/pg-20260729.htm
60,d94a74879d1d1ce10fb9bb333428fdccc56e7abe94f85dc07ac57a8695c85e6c,EDGAR,PG,2026-07-29T07:05:06+00:00,operational_incident,,,,,,,,,,,8-K,"8-K [5.02,7.01,9.01]",6016,false,https://www.sec.gov/Archives/edgar/data/80424/000008042426000094/pg-20260729.htm
61,27fc6e7e1b404c1183af06fd854d7db90f051b0c93b6a1f679130a7fa01e853d,EDGAR,PG,2026-07-29T07:03:12+00:00,operational_incident,,,,,,,,,,,FY2526 Q4 AMJ 8-K,"8-K [2.02,9.01]",4667,false,https://www.sec.gov/Archives/edgar/data/80424/000008042426000093/pg-20260729.htm
62,30d7d02b957480669b1c057feaee607f08fae2c71802547f106029a5be7fc921,EDGAR,GOOGL,2026-07-29T00:00:38+00:00,director_dealing,,,,,,,,,,,4,4,8018,false,https://www.sec.gov/Archives/edgar/data/1652044/000119312526321684/xslF345X06/ownership.xml
63,5a748699e3430eeb3cbb1c725d7548ee0b291c83e0d3693d97bfd06551d1f35b,EDGAR,GOOGL,2026-07-29T00:00:06+00:00,director_dealing,,,,,,,,,,,4,4,5941,false,https://www.sec.gov/Archives/edgar/data/1652044/000119312526321683/xslF345X06/ownership.xml
64,f16f061bde7f7cd0b3f7489423e2fb2c410585a5ac608044e0ca4c030c62874f,EDGAR,GOOGL,2026-07-28T23:59:52+00:00,director_dealing,,,,,,,,,,,4,4,6264,false,https://www.sec.gov/Archives/edgar/data/1652044/000119312526321678/xslF345X06/ownership.xml
65,320782147cd73014225b95dfd23e3107fee975c5ff58e34532b9d065a461074d,EDGAR,GOOGL,2026-07-28T23:59:23+00:00,director_dealing,,,,,,,,,,,4,4,5676,false,https://www.sec.gov/Archives/edgar/data/1652044/000119312526321676/xslF345X06/ownership.xml
66,a39ed18bb26d1e71b782fb3d57b78280c00b58dcec096e29750e96866c8207e8,EDGAR,GOOGL,2026-07-28T23:58:47+00:00,director_dealing,,,,,,,,,,,4,4,5067,false,https://www.sec.gov/Archives/edgar/data/1652044/000119312526321674/xslF345X06/ownership.xml
67,5b7d904cfa1774b1ac9baf6430de3125bc7a0bd55227b3bc2c30b03217028a28,EDGAR,WMT,2026-07-28T21:32:49+00:00,director_dealing,,,,,,,,,,,144 filing,144,3797,false,https://www.sec.gov/Archives/edgar/data/104169/000155032226000013/xsl144X01/primary_doc.xml
68,2362c8b1bfeca8f8471017dfd302a981e5364b60c2c37e1c1a49b637a34573f7,EDGAR,KO,2026-07-28T20:22:33+00:00,director_dealing,,,,,,,,,,,144 filing,144,3652,false,https://www.sec.gov/Archives/edgar/data/21344/000195004726007361/xsl144X01/primary_doc.xml
69,ee9500b686c6b2f80676de1a55d70ab046c19dc1640c49f51b9809588312db9d,EDGAR,KO,2026-07-28T20:21:53+00:00,director_dealing,,,,,,,,,,,144 filing,144,4098,false,https://www.sec.gov/Archives/edgar/data/21344/000195004726007358/xsl144X01/primary_doc.xml
70,481a0a52876199d38dae2de66fb0e3cc97aceafa684151ba7a5e1b9bbef7c263,EDGAR,T,2026-07-28T16:23:38+00:00,operational_incident,,,,,,,,,,,8-K,"8-K [2.03,7.01,9.01]",9948,false,https://www.sec.gov/Archives/edgar/data/732717/000119312526321053/d142142d8k.htm
71,4211aef798af24acb41ed1bba0a0c498e3c63f666fd21b684c97c0662240077d,EDGAR,META,2026-07-27T20:03:50+00:00,director_dealing,,,,,,,,,,,144 filing,144,5327,false,https://www.sec.gov/Archives/edgar/data/1326801/000192109426000756/xsl144X01/primary_doc.xml
72,eef423053b8edc3fa0f23cc2dbbe8b2922c70a3589706686f48633ae1f3c3741,EDGAR,JPM,2026-07-27T16:24:59+00:00,governance_change,,,,,,,,,,,SCHEDULE 13G/A filing,SCHEDULE 13G/A,6776,false,https://www.sec.gov/Archives/edgar/data/19617/000001961726000320/xslSCHEDULE_13G_X02/primary_doc.xml
73,7667fd63b81467d2f4ecc47b5e8fb717653c7d85716c3db68e6155ea4e942786,EDGAR,JPM,2026-07-27T15:48:28+00:00,governance_change,,,,,,,,,,,SCHEDULE 13G/A filing,SCHEDULE 13G/A,6421,false,https://www.sec.gov/Archives/edgar/data/19617/000001961726000318/xslSCHEDULE_13G_X02/primary_doc.xml
74,d40261e8b4bb3561a1b62a33bd4f756bf737091a2895e56fd84f7b5dfb981c33,EDGAR,JPM,2026-07-27T15:46:33+00:00,governance_change,,,,,,,,,,,SCHEDULE 13G/A filing,SCHEDULE 13G/A,6560,false,https://www.sec.gov/Archives/edgar/data/19617/000001961726000317/xslSCHEDULE_13G_X02/primary_doc.xml
75,04058c7fb9cfb0f20512bf7202863676ec1063a0fe1fcb7fdecf751160bb6485,EDGAR,JPM,2026-07-27T15:44:38+00:00,governance_change,,,,,,,,,,,SCHEDULE 13G/A filing,SCHEDULE 13G/A,6632,false,https://www.sec.gov/Archives/edgar/data/19617/000001961726000316/xslSCHEDULE_13G_X02/primary_doc.xml
76,7b61026d48c30ee055ce7e86afa1415eaf4fc7693c4976b275b2a1b3b52f2d78,EDGAR,JPM,2026-07-27T15:41:33+00:00,governance_change,,,,,,,,,,,SCHEDULE 13G/A filing,SCHEDULE 13G/A,6741,false,https://www.sec.gov/Archives/edgar/data/19617/000001961726000315/xslSCHEDULE_13G_X02/primary_doc.xml
77,b1a16704b55b9c3015c0ebb2ca8e53ac989f6fc6d95d03f72f53e027279ae366,EDGAR,JPM,2026-07-27T15:33:50+00:00,governance_change,,,,,,,,,,,SCHEDULE 13G/A filing,SCHEDULE 13G/A,6658,false,https://www.sec.gov/Archives/edgar/data/19617/000001961726000314/xslSCHEDULE_13G_X02/primary_doc.xml
78,7e18fdad3565ea0c915345579b5b7151875936e0d27d25c5054b4f2ba19c0ce4,EDGAR,JPM,2026-07-27T15:17:31+00:00,governance_change,,,,,,,,,,,SCHEDULE 13G/A filing,SCHEDULE 13G/A,6522,false,https://www.sec.gov/Archives/edgar/data/19617/000001961726000313/xslSCHEDULE_13G_X02/primary_doc.xml
79,07bf55feb6a09d32b5b26c12bb4d763e49e7c16769d70294458d2d5dd33e6eee,EDGAR,JPM,2026-07-27T15:16:15+00:00,governance_change,,,,,,,,,,,SCHEDULE 13G/A filing,SCHEDULE 13G/A,6490,false,https://www.sec.gov/Archives/edgar/data/19617/000001961726000312/xslSCHEDULE_13G_X02/primary_doc.xml
80,ba239ee504d01b2648da1df055f34c4f52965382968c6e8c73112efa11723c77,EDGAR,JPM,2026-07-27T15:14:33+00:00,governance_change,,,,,,,,,,,SCHEDULE 13G/A filing,SCHEDULE 13G/A,6629,false,https://www.sec.gov/Archives/edgar/data/19617/000001961726000311/xslSCHEDULE_13G_X02/primary_doc.xml
81,f8be1b447f239527848c80c12da48a9330443e810c53fef050ec08f12955d2ef,EDGAR,JPM,2026-07-27T15:13:01+00:00,governance_change,,,,,,,,,,,SCHEDULE 13G/A filing,SCHEDULE 13G/A,6571,false,https://www.sec.gov/Archives/edgar/data/19617/000001961726000310/xslSCHEDULE_13G_X02/primary_doc.xml
82,a2125c6523bd75694d683d7e8075426952b64e562f51f0728e220fae217137db,EDGAR,INTC,2026-07-24T20:20:45+00:00,capital_raise,,,,,,,,,,,S-8,S-8,7048,false,https://www.sec.gov/Archives/edgar/data/50863/000005086326000172/a07242026forms-82006esppx1.htm
83,ce954aa4711abfcd6567964e436fd62a07ec1805bb422058e2e4eb4df7e98d45,EDGAR,INTC,2026-07-24T20:19:26+00:00,capital_raise,,,,,,,,,,,S-8,S-8,8232,false,https://www.sec.gov/Archives/edgar/data/50863/000005086326000171/a07242026forms-82006eipx15.htm
84,4271644f0f3fd4d4968a0444dda7924014bb4458341c3bf988b9c7ed69fca761,EDGAR,INTC,2026-07-23T22:54:06+00:00,regulatory,,,,,,,,,,,IRANNOTICE,IRANNOTICE,1002,false,https://www.sec.gov/Archives/edgar/data/50863/000005086326000162/q22026irannotice.htm
85,00ecb5dbe092d641e025149920d3439e2de69e2fe2bd68559563df4671c6b6b5,EDGAR,INTC,2026-07-23T22:44:23+00:00,earnings_result,,,,,,,,,,,10-Q,10-Q,60000,true,https://www.sec.gov/Archives/edgar/data/50863/000005086326000157/intc-20260627.htm
86,dca7b9ecbbc259de6977a1d67c00670dcfc82c5f5c2f5cb1ea7301d200119c26,EDGAR,JNJ,2026-07-23T16:04:19+00:00,earnings_result,,,,,,,,,,,10-Q,10-Q,60000,true,https://www.sec.gov/Archives/edgar/data/200406/000020040626000153/jnj-20260628.htm
87,192c0dc15c31bfa3eaa96b0659517ac76e52d6fdfa085c401c94b6f42af20898,EDGAR,GOOGL,2026-07-23T01:20:31+00:00,capital_raise,,,,,,,,,,,S-8,S-8,8490,false,https://www.sec.gov/Archives/edgar/data/1652044/000119312526312805/d60612ds8.htm
88,f7679aad2d04b5f19fa8b63b11b44c7f262b1d2910d81b22cad0284f0dd34d2a,EDGAR,GOOGL,2026-07-23T01:15:54+00:00,earnings_result,,,,,,,,,,,10-Q,10-Q,59998,true,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000071/goog-20260630.htm
89,be5adeb617c1c75b5a315ab8a8a5958dfbc6b32bc1a80011102766de6ea4d0b8,EDGAR,TSLA,2026-07-23T01:02:31+00:00,earnings_result,,,,,,,,,,,10-Q,10-Q,60000,true,https://www.sec.gov/Archives/edgar/data/1318605/000162828026049270/tsla-20260630.htm
90,59419438db05c325da00edcee9c57cca5f3d7a2bc9b62cadc70345d44def0553,EDGAR,BAC,2026-07-22T17:29:32+00:00,director_dealing,,,,,,,,,,,PRIMARY DOCUMENT,3,5346,false,https://www.sec.gov/Archives/edgar/data/70858/000007085826000358/xslF345X06/primary_doc.xml
91,ff53a5bddc443b06da002018b56e1c4d8274ea6914e0a3f385db58ba8fe779e6,EDGAR,T,2026-07-22T16:07:05+00:00,earnings_result,,,,,,,,,,,10-Q AT&T INC. 2ND QUARTER 2026 FORM 10-Q INLINE,10-Q,60000,true,https://www.sec.gov/Archives/edgar/data/732717/000073271726000297/t-20260630.htm
92,f6cf739ddfb8f514112c9e066b21f3c3d79dc4f426a4ddb400639ffd7649b897,EDGAR,MSFT,2026-07-22T10:59:22+00:00,governance_change,,,,,,,,,,,PX14A6G filing,PX14A6G,10342,false,https://www.sec.gov/Archives/edgar/data/789019/000121465926008806/w721267px14a6g.htm
